[2026-03-18 13:09:29 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-18 13:14:11 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-18 13:14:11 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|       tree       | 33.86 | 36.71 |
|    vegetable     | 14.99 | 45.21 |
|    wall-brick    | 29.17 | 40.34 |
|  wall-concrete   |  3.24 |  3.31 |
|    wall-other    |  6.27 | 11.68 |
|    wall-panel    |  1.98 |  2.59 |
|    wall-stone    | 24.51 | 35.55 |
|    wall-tile     |  39.0 | 58.79 |
|    wall-wood     | 11.89 | 12.86 |
|   water-other    |  16.0 | 53.73 |
|    waterdrops    |  0.07 |  0.86 |
|   window-blind   |  34.8 | 45.44 |
|   window-other   | 25.53 | 47.45 |
|       wood       |  7.64 | 23.82 |
+------------------+-------+-------+
[2026-03-18 13:14:11 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-18 13:14:11 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 38.66 | 24.27 | 41.36 |
+-------+-------+-------+
