[2026-03-18 12:49:00 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-18 12:53:15 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-18 12:53:15 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|       sink       |  30.8 |  54.3 |
|   refrigerator   | 49.31 | 61.82 |
|       book       | 27.65 | 32.22 |
|      clock       | 43.48 | 82.76 |
|       vase       | 29.17 | 54.84 |
|     scissors     | 51.36 | 63.03 |
|    teddy bear    | 62.12 | 75.46 |
|    hair drier    |  1.73 | 15.41 |
|    toothbrush    | 25.41 | 55.18 |
|      banner      |  2.11 | 75.15 |
|     blanket      |  6.2  | 19.21 |
|      branch      |  6.27 | 41.32 |
|      bridge      | 23.38 | 38.14 |
|  building-other  |  30.2 | 55.81 |
|       bush       | 11.98 | 32.81 |
|     cabinet      | 24.78 | 35.31 |
|       cage       |  5.49 |  6.52 |
|    cardboard     | 22.25 | 26.15 |
|      carpet      | 39.09 | 51.72 |
|  ceiling-other   | 27.32 | 41.28 |
|   ceiling-tile   |  7.13 | 22.59 |
|      cloth       |  0.69 |  2.25 |
|     clothes      |  4.05 | 27.53 |
|      clouds      | 32.64 | 37.03 |
|     counter      | 10.21 | 33.23 |
|     cupboard     |  4.09 | 19.19 |
|     curtain      | 31.69 |  38.4 |
|    desk-stuff    | 22.51 | 37.77 |
|       dirt       | 13.29 | 15.14 |
|    door-stuff    | 13.54 | 18.85 |
|      fence       | 26.58 | 48.99 |
|   floor-marble   |  5.74 |  9.57 |
|   floor-other    |  9.05 | 38.44 |
|   floor-stone    |  1.65 |  2.88 |
|    floor-tile    | 35.06 | 40.67 |
|    floor-wood    | 24.21 | 29.27 |
|      flower      | 31.61 | 42.78 |
|       fog        | 12.97 | 17.24 |
|    food-other    | 11.13 | 74.74 |
|      fruit       |  17.7 | 64.52 |
| furniture-other  |  5.53 |  8.99 |
|      grass       | 48.84 |  61.3 |
|      gravel      | 13.57 | 24.49 |
|   ground-other   |  2.69 | 33.91 |
|       hill       |  6.52 |  8.1  |
|      house       | 11.12 | 31.03 |
|      leaves      |  7.77 |  9.56 |
|      light       |  4.21 | 29.28 |
|       mat        |  0.64 |  3.54 |
|      metal       |  3.95 |  4.51 |
|   mirror-stuff   | 12.23 | 14.65 |
|       moss       |  0.0  |  0.0  |
|     mountain     |  35.6 | 60.42 |
|       mud        |  0.1  |  0.32 |
|      napkin      |  9.4  | 37.51 |
|       net        |  9.9  | 26.02 |
|      paper       | 13.74 | 26.18 |
|     pavement     | 31.75 | 49.62 |
|      pillow      |  5.56 | 19.56 |
|   plant-other    |  5.19 |  7.53 |
|     plastic      |  3.46 |  3.65 |
|     platform     |  6.12 |  9.43 |
|   playingfield   |  0.21 |  0.21 |
|     railing      |  3.69 | 10.87 |
|     railroad     | 38.23 | 83.77 |
|      river       | 40.94 | 59.99 |
|       road       | 31.12 | 39.79 |
|       rock       | 31.24 | 44.36 |
|       roof       |  4.75 | 28.26 |
|       rug        | 20.37 | 26.03 |
|      salad       |  12.5 | 28.26 |
|       sand       | 41.45 | 51.28 |
|       sea        |  49.8 | 61.17 |
|      shelf       | 14.29 | 16.73 |
|    sky-other     | 46.57 | 55.79 |
|    skyscraper    | 22.54 |  39.8 |
|       snow       | 69.76 | 86.52 |
|   solid-other    |  0.12 |  0.6  |
|      stairs      |  10.0 |  16.4 |
|      stone       |  7.48 | 11.87 |
|      straw       |  16.1 | 20.13 |
| structural-other |  0.19 |  0.4  |
|      table       |  6.4  |  8.68 |
|       tent       |  6.0  | 12.46 |
|  textile-other   |  4.47 |  6.56 |
|      towel       |  9.86 | 42.15 |
|       tree       | 33.67 | 36.62 |
|    vegetable     | 15.04 | 45.83 |
|    wall-brick    | 29.14 | 40.12 |
|  wall-concrete   |  3.21 |  3.28 |
|    wall-other    |  6.25 |  11.6 |
|    wall-panel    |  1.95 |  2.54 |
|    wall-stone    | 24.31 |  35.3 |
|    wall-tile     | 39.03 | 59.77 |
|    wall-wood     | 11.94 | 12.92 |
|   water-other    | 15.93 | 52.89 |
|    waterdrops    |  0.06 |  0.66 |
|   window-blind   | 34.21 | 44.17 |
|   window-other   | 25.35 | 47.09 |
|       wood       |  7.64 | 23.99 |
+------------------+-------+-------+
[2026-03-18 12:53:15 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-18 12:53:15 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 38.55 | 24.24 | 41.34 |
+-------+-------+-------+
