[2026-03-18 13:45:46 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-18 13:50:04 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-18 13:50:04 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|    microwave     | 22.94 | 29.44 |
|       oven       | 24.09 |  70.3 |
|     toaster      |  20.1 | 51.84 |
|       sink       | 30.98 | 54.66 |
|   refrigerator   | 49.59 | 61.72 |
|       book       | 27.97 | 32.59 |
|      clock       | 42.88 | 83.09 |
|       vase       | 29.21 | 55.63 |
|     scissors     | 51.13 | 62.92 |
|    teddy bear    | 62.26 | 75.97 |
|    hair drier    |  1.8  | 15.91 |
|    toothbrush    | 24.51 | 55.35 |
|      banner      |  2.11 | 74.63 |
|     blanket      |  6.19 | 19.33 |
|      branch      |  6.35 |  41.7 |
|      bridge      | 23.74 | 38.62 |
|  building-other  | 30.53 | 56.01 |
|       bush       | 11.87 |  32.3 |
|     cabinet      | 24.87 | 35.26 |
|       cage       |  5.6  |  6.66 |
|    cardboard     | 22.09 |  26.0 |
|      carpet      | 39.06 |  51.4 |
|  ceiling-other   | 27.35 | 41.32 |
|   ceiling-tile   |  7.22 | 23.38 |
|      cloth       |  0.69 |  2.24 |
|     clothes      |  4.01 |  27.5 |
|      clouds      | 32.84 | 37.35 |
|     counter      | 10.09 | 33.17 |
|     cupboard     |  4.12 | 19.08 |
|     curtain      | 31.69 | 38.47 |
|    desk-stuff    |  22.6 | 38.32 |
|       dirt       |  13.1 | 14.94 |
|    door-stuff    | 13.87 | 19.16 |
|      fence       | 26.65 | 49.38 |
|   floor-marble   |  5.56 |  9.24 |
|   floor-other    |  8.98 | 38.69 |
|   floor-stone    |  1.71 |  3.01 |
|    floor-tile    | 34.83 | 40.39 |
|    floor-wood    | 23.58 | 28.48 |
|      flower      | 31.69 | 42.67 |
|       fog        | 13.44 | 17.86 |
|    food-other    | 11.31 | 75.21 |
|      fruit       |  17.7 |  63.9 |
| furniture-other  |  5.62 |  9.16 |
|      grass       | 49.02 | 61.85 |
|      gravel      | 13.46 | 24.22 |
|   ground-other   |  2.69 |  33.8 |
|       hill       |  6.4  |  7.93 |
|      house       | 11.28 | 31.28 |
|      leaves      |  7.86 |  9.63 |
|      light       |  4.13 | 28.94 |
|       mat        |  0.64 |  3.49 |
|      metal       |  3.99 |  4.56 |
|   mirror-stuff   | 12.53 | 15.07 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 36.16 | 60.66 |
|       mud        |  0.1  |  0.31 |
|      napkin      |  9.55 | 37.85 |
|       net        | 10.05 | 26.35 |
|      paper       | 13.68 | 26.17 |
|     pavement     | 31.76 | 50.08 |
|      pillow      |  5.62 | 20.19 |
|   plant-other    |  5.2  |  7.52 |
|     plastic      |  3.47 |  3.66 |
|     platform     |  6.12 |  9.53 |
|   playingfield   |  0.2  |  0.2  |
|     railing      |  3.78 | 11.27 |
|     railroad     | 37.53 | 84.32 |
|      river       | 40.86 |  60.1 |
|       road       | 31.12 | 39.99 |
|       rock       | 30.92 |  43.9 |
|       roof       |  4.74 | 28.09 |
|       rug        | 19.88 | 25.34 |
|      salad       | 12.57 | 28.19 |
|       sand       | 40.52 | 50.27 |
|       sea        | 50.96 | 62.57 |
|      shelf       | 14.43 | 16.89 |
|    sky-other     | 47.09 | 56.09 |
|    skyscraper    | 22.52 | 39.68 |
|       snow       | 70.05 | 86.72 |
|   solid-other    |  0.11 |  0.56 |
|      stairs      | 10.03 | 16.56 |
|      stone       |  7.44 | 11.83 |
|      straw       | 16.04 | 20.12 |
| structural-other |  0.18 |  0.39 |
|      table       |  6.42 |  8.75 |
|       tent       |  6.01 | 12.55 |
|  textile-other   |  4.53 |  6.63 |
|      towel       |  9.82 | 42.23 |
|       tree       | 34.23 | 37.23 |
|    vegetable     | 14.97 | 44.46 |
|    wall-brick    | 29.13 | 40.19 |
|  wall-concrete   |  3.23 |  3.3  |
|    wall-other    |  6.28 | 11.66 |
|    wall-panel    |  2.0  |  2.61 |
|    wall-stone    | 24.21 | 35.18 |
|    wall-tile     | 39.03 | 59.49 |
|    wall-wood     | 11.91 | 12.89 |
|   water-other    | 16.11 | 53.12 |
|    waterdrops    |  0.07 |  0.86 |
|   window-blind   | 34.16 | 44.53 |
|   window-other   | 25.48 | 47.11 |
|       wood       |  7.7  | 24.22 |
+------------------+-------+-------+
[2026-03-18 13:50:04 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-18 13:50:04 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 38.66 | 24.28 | 41.39 |
+-------+-------+-------+
