[2026-03-18 12:53:50 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-18 12:58:51 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-18 12:58:51 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|      apple       | 11.26 | 12.65 |
|     sandwich     | 13.61 | 14.71 |
|      orange      | 22.31 |  25.6 |
|     broccoli     |  8.73 |  9.28 |
|      carrot      | 25.45 | 26.21 |
|     hot dog      |  34.4 | 40.24 |
|      pizza       | 43.36 |  51.6 |
|      donut       | 50.29 | 54.77 |
|       cake       | 47.81 | 69.93 |
|      chair       | 14.59 | 15.78 |
|      couch       | 46.46 | 57.54 |
|   potted plant   |  8.98 | 11.89 |
|       bed        | 48.45 | 61.55 |
|   dining table   | 11.32 | 12.43 |
|      toilet      | 30.65 | 76.53 |
|        tv        | 28.75 | 36.51 |
|      laptop      | 43.58 | 65.13 |
|      mouse       | 20.46 | 42.11 |
|      remote      | 14.63 | 66.31 |
|     keyboard     | 38.32 | 57.69 |
|    cell phone    | 32.94 | 58.21 |
|    microwave     | 22.66 | 28.98 |
|       oven       | 24.01 | 70.23 |
|     toaster      |  20.3 | 52.23 |
|       sink       | 31.02 | 54.81 |
|   refrigerator   | 49.15 | 61.57 |
|       book       | 27.94 | 32.43 |
|      clock       | 42.33 | 83.02 |
|       vase       | 29.52 | 55.21 |
|     scissors     | 51.07 | 62.79 |
|    teddy bear    | 62.43 | 75.81 |
|    hair drier    |  1.96 | 15.76 |
|    toothbrush    | 25.06 | 55.35 |
|      banner      |  2.11 | 74.61 |
|     blanket      |  6.18 | 19.07 |
|      branch      |  6.3  | 41.67 |
|      bridge      | 24.23 | 39.28 |
|  building-other  | 30.33 | 55.44 |
|       bush       | 11.91 | 32.45 |
|     cabinet      | 24.94 | 35.58 |
|       cage       |  5.73 |  6.78 |
|    cardboard     | 22.24 | 26.31 |
|      carpet      | 39.06 | 51.48 |
|  ceiling-other   | 27.81 | 41.87 |
|   ceiling-tile   |  7.21 | 23.49 |
|      cloth       |  0.71 |  2.27 |
|     clothes      |  4.0  | 27.39 |
|      clouds      | 32.78 | 37.27 |
|     counter      |  10.1 | 33.05 |
|     cupboard     |  4.12 | 19.26 |
|     curtain      |  32.1 | 38.93 |
|    desk-stuff    |  22.6 | 38.25 |
|       dirt       | 12.97 | 14.78 |
|    door-stuff    | 13.98 | 19.44 |
|      fence       | 26.81 | 49.31 |
|   floor-marble   |  5.33 |  8.75 |
|   floor-other    |  8.97 | 38.99 |
|   floor-stone    |  1.58 |  2.75 |
|    floor-tile    | 34.99 | 40.43 |
|    floor-wood    | 23.37 | 28.19 |
|      flower      | 31.63 | 43.04 |
|       fog        | 13.09 | 17.38 |
|    food-other    | 11.22 | 74.91 |
|      fruit       | 17.64 | 64.62 |
| furniture-other  |  5.69 |  9.26 |
|      grass       | 49.13 | 62.24 |
|      gravel      | 13.04 |  23.4 |
|   ground-other   |  2.67 | 33.99 |
|       hill       |  6.45 |  8.01 |
|      house       | 11.37 | 31.19 |
|      leaves      |  7.83 |  9.62 |
|      light       |  4.23 | 29.39 |
|       mat        |  0.62 |  3.38 |
|      metal       |  3.99 |  4.56 |
|   mirror-stuff   | 13.06 | 15.73 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 36.25 | 61.14 |
|       mud        |  0.1  |  0.32 |
|      napkin      |  9.43 | 38.01 |
|       net        |  10.0 | 26.18 |
|      paper       | 13.66 | 26.22 |
|     pavement     | 31.69 | 49.67 |
|      pillow      |  5.53 | 19.71 |
|   plant-other    |  5.08 |  7.31 |
|     plastic      |  3.51 |  3.69 |
|     platform     |  5.94 |  9.18 |
|   playingfield   |  0.2  |  0.2  |
|     railing      |  3.67 | 10.82 |
|     railroad     | 37.73 | 84.59 |
|      river       | 41.22 | 60.07 |
|       road       | 31.09 | 39.76 |
|       rock       | 31.29 | 44.25 |
|       roof       |  4.73 | 28.17 |
|       rug        | 20.13 | 25.71 |
|      salad       | 12.41 | 27.76 |
|       sand       | 41.46 | 51.42 |
|       sea        | 50.22 | 61.57 |
|      shelf       | 14.44 | 16.95 |
|    sky-other     | 46.85 | 55.94 |
|    skyscraper    | 22.39 | 39.52 |
|       snow       | 70.56 | 86.82 |
|   solid-other    |  0.1  |  0.48 |
|      stairs      |  9.97 | 16.46 |
|      stone       |  7.54 | 11.97 |
|      straw       | 16.01 | 20.55 |
| structural-other |  0.18 |  0.39 |
|      table       |  6.4  |  8.69 |
|       tent       |  6.06 | 12.53 |
|  textile-other   |  4.52 |  6.63 |
|      towel       |  9.8  | 42.28 |
|       tree       | 34.42 | 37.48 |
|    vegetable     | 14.97 | 45.49 |
|    wall-brick    | 29.33 | 40.36 |
|  wall-concrete   |  3.22 |  3.3  |
|    wall-other    |  6.21 | 11.52 |
|    wall-panel    |  1.94 |  2.54 |
|    wall-stone    | 24.34 | 35.27 |
|    wall-tile     | 39.17 | 59.16 |
|    wall-wood     | 11.97 | 12.95 |
|   water-other    |  16.1 | 53.49 |
|    waterdrops    |  0.08 |  0.96 |
|   window-blind   | 34.67 | 44.95 |
|   window-other   | 25.45 | 47.32 |
|       wood       |  7.64 | 23.89 |
+------------------+-------+-------+
[2026-03-18 12:58:51 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-18 12:58:51 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+------+
|  aAcc |  mIoU | mAcc |
+-------+-------+------+
| 38.64 | 24.28 | 41.3 |
+-------+-------+------+
