[2026-03-29 20:08:27 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-29 20:09:57 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-29 20:09:57 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
+------------------+-------+-------+
|      person      | 16.07 | 17.15 |
|     bicycle      | 43.94 |  83.3 |
|       car        | 38.44 | 69.38 |
|    motorcycle    |  61.5 | 75.42 |
|     airplane     | 66.45 | 96.59 |
|       bus        | 66.33 | 84.82 |
|      train       | 37.39 | 47.88 |
|      truck       | 18.26 | 22.88 |
|       boat       |  51.9 |  79.6 |
|  traffic light   | 22.29 | 61.14 |
|   fire hydrant   | 45.88 | 64.02 |
|    stop sign     | 12.64 | 83.35 |
|  parking meter   |  7.18 |  9.34 |
|      bench       | 22.64 | 33.43 |
|       bird       |  47.5 |  79.2 |
|       cat        | 69.42 | 96.97 |
|       dog        | 68.42 | 93.55 |
|      horse       | 50.78 | 73.05 |
|      sheep       | 52.24 | 74.21 |
|       cow        | 63.57 |  90.3 |
|     elephant     | 86.34 | 96.74 |
|       bear       | 83.98 | 93.37 |
|      zebra       | 78.49 | 93.26 |
|     giraffe      | 43.59 | 79.57 |
|     backpack     |  1.97 | 14.16 |
|     umbrella     | 39.95 | 55.48 |
|     handbag      |  0.2  |  0.34 |
|       tie        |  1.39 | 45.72 |
|     suitcase     | 55.07 | 64.33 |
|     frisbee      |  5.3  | 61.03 |
|       skis       | 11.69 | 68.86 |
|    snowboard     |  0.03 |  1.2  |
|   sports ball    |  1.16 | 44.72 |
|       kite       | 35.76 | 59.26 |
|   baseball bat   |  0.0  |  0.0  |
|  baseball glove  |  0.0  |  0.0  |
|    skateboard    | 13.31 | 16.55 |
|    surfboard     | 29.19 | 88.98 |
|  tennis racket   |  4.36 |  20.5 |
|      bottle      | 35.78 | 51.85 |
|    wine glass    | 23.32 | 51.73 |
|       cup        |  1.74 |  2.78 |
|       fork       |  0.0  |  0.0  |
|      knife       |  0.0  |  0.0  |
|      spoon       | 60.79 | 89.97 |
|       bowl       |  7.94 | 14.72 |
|      banana      | 18.93 | 19.44 |
|      apple       |  0.0  |  0.0  |
|     sandwich     |  0.0  |  0.0  |
|      orange      |  0.0  |  0.0  |
|     broccoli     |  0.0  |  0.0  |
|      carrot      | 24.87 | 24.92 |
|     hot dog      |  0.0  |  0.0  |
|      pizza       | 11.34 | 17.18 |
|      donut       |  0.0  |  0.0  |
|       cake       | 16.78 | 31.48 |
|      chair       |  1.41 |  1.62 |
|      couch       | 28.27 | 38.12 |
|   potted plant   |  2.32 |  2.33 |
|       bed        | 36.62 | 46.56 |
|   dining table   | 15.02 | 17.94 |
|      toilet      | 32.92 |  93.1 |
|        tv        | 15.93 | 17.98 |
|      laptop      | 42.55 | 55.58 |
|      mouse       | 39.71 | 87.86 |
|      remote      |  6.57 | 51.66 |
|     keyboard     | 43.38 | 94.77 |
|    cell phone    | 22.65 | 29.05 |
|    microwave     | 21.97 | 23.32 |
|       oven       | 31.29 | 61.09 |
|     toaster      |  0.0  |  0.0  |
|       sink       | 21.07 |  41.5 |
|   refrigerator   |  24.7 | 28.95 |
|       book       |  36.8 |  42.2 |
|      clock       |  7.4  | 13.36 |
|       vase       | 58.89 | 76.74 |
|     scissors     |  0.0  |  0.0  |
|    teddy bear    |  0.55 |  0.56 |
|    hair drier    |  0.0  |  nan  |
|    toothbrush    |  0.0  |  0.0  |
|      banner      |  2.17 | 85.59 |
|     blanket      |  6.46 | 14.87 |
|      branch      |  1.09 |  2.63 |
|      bridge      | 24.87 | 27.19 |
|  building-other  | 22.23 | 44.96 |
|       bush       |  4.59 | 19.83 |
|     cabinet      |  29.2 | 46.52 |
|       cage       | 20.78 |  30.0 |
|    cardboard     |  1.26 |  1.83 |
|      carpet      | 51.71 | 58.23 |
|  ceiling-other   | 25.72 | 47.96 |
|   ceiling-tile   |  0.0  |  nan  |
|      cloth       |  0.0  |  0.0  |
|     clothes      |  1.99 |  9.72 |
|      clouds      | 53.94 | 60.54 |
|     counter      | 11.85 | 33.22 |
|     cupboard     |  0.0  |  0.0  |
|     curtain      | 27.72 | 31.76 |
|    desk-stuff    | 21.14 | 28.33 |
|       dirt       |  6.43 |  7.49 |
|    door-stuff    |  5.41 |  5.78 |
|      fence       | 23.35 | 36.22 |
|   floor-marble   | 14.02 | 54.75 |
|   floor-other    |  5.76 | 39.48 |
|   floor-stone    | 10.26 | 11.38 |
|    floor-tile    | 23.99 | 25.89 |
|    floor-wood    | 37.54 | 42.67 |
|      flower      |  0.0  |  0.0  |
|       fog        |  0.51 |  0.83 |
|    food-other    |  6.93 | 59.44 |
|      fruit       | 12.07 | 68.33 |
| furniture-other  |  5.92 |  8.99 |
|      grass       | 51.83 | 62.67 |
|      gravel      |  0.27 |  0.27 |
|   ground-other   |  1.66 | 20.75 |
|       hill       |  0.25 |  0.36 |
|      house       | 13.43 | 42.21 |
|      leaves      |  0.0  |  0.0  |
|      light       |  2.62 |  13.9 |
|       mat        |  0.0  |  nan  |
|      metal       |  5.5  |  5.86 |
|   mirror-stuff   | 14.27 | 20.87 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 41.02 | 58.32 |
|       mud        |  0.0  |  0.0  |
|      napkin      |  0.0  |  0.0  |
|       net        |  3.24 | 13.58 |
|      paper       |  0.66 |  2.77 |
|     pavement     | 32.85 | 54.88 |
|      pillow      |  0.16 |  0.28 |
|   plant-other    | 12.97 | 25.93 |
|     plastic      |  1.72 |  1.77 |
|     platform     |  0.42 |  0.76 |
|   playingfield   |  1.55 |  1.58 |
|     railing      |  0.0  |  0.0  |
|     railroad     | 37.72 | 92.15 |
|      river       | 59.64 | 69.73 |
|       road       | 31.94 | 43.21 |
|       rock       | 38.86 | 54.86 |
|       roof       | 11.71 | 55.22 |
|       rug        |  1.97 |  2.72 |
|      salad       |  0.0  |  nan  |
|       sand       | 31.23 | 36.42 |
|       sea        | 41.72 | 55.46 |
|      shelf       | 33.08 | 35.89 |
|    sky-other     | 50.78 |  56.9 |
|    skyscraper    | 12.67 | 20.15 |
|       snow       | 58.27 | 74.28 |
|   solid-other    |  1.5  |  3.75 |
|      stairs      |  0.0  |  0.0  |
|      stone       | 38.16 | 52.61 |
|      straw       |  0.01 |  0.01 |
| structural-other |  0.0  |  0.0  |
|      table       | 15.41 |  19.8 |
|       tent       | 23.16 | 72.16 |
|  textile-other   |  1.85 |  2.26 |
|      towel       | 28.33 | 68.96 |
|       tree       | 24.46 | 27.46 |
|    vegetable     | 25.82 | 44.23 |
|    wall-brick    | 42.72 | 62.97 |
|  wall-concrete   |  2.73 |  2.75 |
|    wall-other    |  2.33 |  4.17 |
|    wall-panel    |  0.05 |  0.08 |
|    wall-stone    | 38.08 | 52.88 |
|    wall-tile     | 48.31 | 63.33 |
|    wall-wood     |  0.56 |  0.6  |
|   water-other    | 22.92 | 63.92 |
|    waterdrops    |  0.0  |  nan  |
|   window-blind   | 21.62 | 22.26 |
|   window-other   | 25.25 | 55.15 |
|       wood       |  2.29 |  4.53 |
+------------------+-------+-------+
[2026-03-29 20:09:57 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-29 20:09:57 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 37.08 | 20.26 | 35.06 |
+-------+-------+-------+
