[2026-03-18 13:34:04 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-18 13:39:56 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-18 13:39:56 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|     mountain     | 36.15 | 60.32 |
|       mud        |  0.1  |  0.3  |
|      napkin      |  9.64 |  38.6 |
|       net        | 10.28 | 26.63 |
|      paper       | 13.78 | 26.45 |
|     pavement     | 31.87 | 49.52 |
|      pillow      |  5.83 | 20.69 |
|   plant-other    |  5.1  |  7.35 |
|     plastic      |  3.44 |  3.63 |
|     platform     |  6.08 |  9.37 |
|   playingfield   |  0.2  |  0.2  |
|     railing      |  3.9  | 11.46 |
|     railroad     | 37.92 | 84.21 |
|      river       | 40.48 |  59.8 |
|       road       | 31.53 | 40.28 |
|       rock       | 30.69 | 43.84 |
|       roof       |  4.74 | 28.32 |
|       rug        | 19.96 | 25.45 |
|      salad       | 12.56 | 28.32 |
|       sand       |  40.9 | 50.78 |
|       sea        | 49.05 | 60.37 |
|      shelf       | 14.69 | 17.27 |
|    sky-other     | 47.16 | 56.64 |
|    skyscraper    | 22.48 | 39.47 |
|       snow       |  69.7 | 86.37 |
|   solid-other    |  0.13 |  0.66 |
|      stairs      |  9.91 | 16.39 |
|      stone       |  7.53 | 11.96 |
|      straw       | 16.13 | 20.34 |
| structural-other |  0.19 |  0.4  |
|      table       |  6.42 |  8.71 |
|       tent       |  6.03 | 12.47 |
|  textile-other   |  4.61 |  6.78 |
|      towel       |  9.89 | 42.62 |
|       tree       | 33.65 | 36.48 |
|    vegetable     | 15.02 | 45.13 |
|    wall-brick    | 29.14 | 40.41 |
|  wall-concrete   |  3.22 |  3.29 |
|    wall-other    |  6.29 | 11.72 |
|    wall-panel    |  1.96 |  2.57 |
|    wall-stone    | 24.68 | 35.55 |
|    wall-tile     | 39.37 |  59.8 |
|    wall-wood     | 11.99 | 12.96 |
|   water-other    | 16.07 | 52.96 |
|    waterdrops    |  0.06 |  0.71 |
|   window-blind   | 34.75 | 45.39 |
|   window-other   |  25.5 | 47.34 |
|       wood       |  7.62 | 23.89 |
+------------------+-------+-------+
[2026-03-18 13:39:56 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-18 13:39:56 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------+-------+------+
| aAcc |  mIoU | mAcc |
+------+-------+------+
| 38.6 | 24.27 | 41.3 |
+------+-------+------+
