[2026-03-18 13:29:23 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-18 13:33:28 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-18 13:33:28 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
+------------------+-------+-------+
|      person      | 13.26 |  13.9 |
|     bicycle      | 52.79 | 83.53 |
|       car        | 43.39 | 75.47 |
|    motorcycle    | 65.92 | 88.69 |
|     airplane     | 41.14 | 90.32 |
|       bus        | 63.05 | 85.17 |
|      train       |  55.6 | 71.06 |
|      truck       | 38.84 | 48.47 |
|       boat       | 32.69 | 80.96 |
|  traffic light   | 20.61 | 69.01 |
|   fire hydrant   | 55.04 | 83.06 |
|    stop sign     | 60.03 | 91.06 |
|  parking meter   | 28.72 | 36.63 |
|      bench       | 35.99 | 45.75 |
|       bird       | 53.83 | 86.25 |
|       cat        | 69.67 |  88.2 |
|       dog        | 61.18 | 82.17 |
|      horse       | 61.36 | 87.15 |
|      sheep       | 73.39 | 89.99 |
|       cow        | 65.07 | 82.33 |
|     elephant     | 80.58 | 92.61 |
|       bear       | 79.21 | 90.22 |
|      zebra       | 77.83 | 93.47 |
|     giraffe      | 47.78 |  89.0 |
|     backpack     |  7.82 | 55.88 |
|     umbrella     | 32.96 | 70.22 |
|     handbag      |  8.56 | 11.42 |
|       tie        |  1.11 | 54.76 |
|     suitcase     | 45.93 | 53.54 |
|     frisbee      | 11.56 | 51.52 |
|       skis       |  7.43 | 51.95 |
|    snowboard     | 13.15 | 60.12 |
|   sports ball    |  2.52 | 57.45 |
|       kite       | 28.33 | 51.31 |
|   baseball bat   |  5.53 |  8.23 |
|  baseball glove  | 22.72 | 47.42 |
|    skateboard    | 17.39 | 54.12 |
|    surfboard     |  27.3 | 72.43 |
|  tennis racket   |  6.51 | 48.08 |
|      bottle      | 25.08 | 53.31 |
|    wine glass    | 30.71 | 71.31 |
|       cup        | 17.34 | 24.73 |
|       fork       | 14.39 | 15.92 |
|      knife       |  4.82 |  6.32 |
|      spoon       | 18.62 | 32.09 |
|       bowl       | 12.37 | 16.13 |
|      banana      | 36.62 | 46.05 |
|      apple       | 11.28 | 12.67 |
|     sandwich     | 13.24 | 14.28 |
|      orange      | 22.46 | 25.69 |
|     broccoli     |  9.71 | 10.34 |
|      carrot      | 25.62 |  26.4 |
|     hot dog      | 34.41 | 40.36 |
|      pizza       | 43.81 | 52.31 |
|      donut       | 50.03 | 54.43 |
|       cake       | 47.78 | 69.88 |
|      chair       | 14.67 | 15.91 |
|      couch       | 46.43 | 57.47 |
|   potted plant   |  8.86 | 11.67 |
|       bed        |  48.2 | 61.11 |
|   dining table   | 11.35 | 12.47 |
|      toilet      | 30.57 | 76.11 |
|        tv        | 28.89 | 36.65 |
|      laptop      | 43.48 | 64.61 |
|      mouse       | 20.63 | 43.21 |
|      remote      | 14.64 |  66.3 |
|     keyboard     | 39.35 |  58.8 |
|    cell phone    | 32.77 | 57.99 |
|    microwave     | 23.07 | 29.65 |
|       oven       |  24.2 | 70.23 |
|     toaster      | 20.34 | 52.16 |
|       sink       | 31.26 | 55.13 |
|   refrigerator   | 49.18 | 61.66 |
|       book       | 28.22 | 32.66 |
|      clock       | 42.86 | 83.08 |
|       vase       | 29.47 | 55.33 |
|     scissors     | 51.14 | 62.71 |
|    teddy bear    | 62.39 | 75.41 |
|    hair drier    |  1.88 | 14.77 |
|    toothbrush    | 24.92 | 55.16 |
|      banner      |  2.1  | 74.77 |
|     blanket      |  6.27 |  19.3 |
|      branch      |  6.35 | 41.93 |
|      bridge      | 24.28 |  39.4 |
|  building-other  |  30.3 | 55.61 |
|       bush       | 12.01 | 32.52 |
|     cabinet      | 24.92 | 35.55 |
|       cage       |  5.63 |  6.68 |
|    cardboard     | 22.37 | 26.32 |
|      carpet      | 38.99 | 51.67 |
|  ceiling-other   | 27.47 | 41.39 |
|   ceiling-tile   |  7.06 |  22.9 |
|      cloth       |  0.71 |  2.28 |
|     clothes      |  3.99 | 27.33 |
|      clouds      | 32.48 | 36.88 |
|     counter      | 10.21 | 33.44 |
|     cupboard     |  4.18 | 19.63 |
|     curtain      | 31.67 | 38.37 |
|    desk-stuff    | 22.58 | 37.72 |
|       dirt       | 12.84 | 14.66 |
|    door-stuff    |  13.7 | 19.08 |
|      fence       | 27.06 | 50.42 |
|   floor-marble   |  5.59 |  9.23 |
|   floor-other    |  9.03 |  38.6 |
|   floor-stone    |  1.57 |  2.74 |
|    floor-tile    | 35.11 |  40.6 |
|    floor-wood    | 23.87 | 28.79 |
|      flower      | 31.88 | 43.01 |
|       fog        | 12.77 | 16.96 |
|    food-other    | 11.32 | 75.01 |
|      fruit       | 17.69 | 64.76 |
| furniture-other  |  5.68 |  9.27 |
|      grass       | 48.84 | 61.46 |
|      gravel      | 12.97 | 23.35 |
|   ground-other   |  2.7  | 34.59 |
|       hill       |  6.43 |  7.97 |
|      house       |  11.2 | 30.97 |
|      leaves      |  7.76 |  9.53 |
|      light       |  4.22 | 29.37 |
|       mat        |  0.64 |  3.48 |
|      metal       |  3.99 |  4.56 |
|   mirror-stuff   | 12.19 | 14.64 |
|       moss       |  0.0  |  0.0  |
|     mountain     |  35.8 | 60.98 |
|       mud        |  0.09 |  0.28 |
|      napkin      |  9.56 | 37.99 |
|       net        | 10.62 | 27.65 |
|      paper       | 13.75 | 26.07 |
|     pavement     | 31.67 | 49.36 |
|      pillow      |  5.79 | 20.78 |
|   plant-other    |  5.18 |  7.47 |
|     plastic      |  3.54 |  3.73 |
|     platform     |  5.87 |  9.01 |
|   playingfield   |  0.2  |  0.2  |
|     railing      |  3.81 | 11.26 |
|     railroad     | 37.97 | 84.27 |
|      river       | 41.29 | 60.02 |
|       road       |  31.1 | 39.66 |
|       rock       | 31.41 | 44.53 |
|       roof       |  4.7  | 28.35 |
|       rug        | 20.26 | 25.91 |
|      salad       | 12.42 | 27.95 |
|       sand       | 42.57 | 52.58 |
|       sea        | 49.38 |  60.5 |
|      shelf       | 14.45 | 16.95 |
|    sky-other     | 46.68 | 55.96 |
|    skyscraper    | 22.27 | 39.43 |
|       snow       | 70.69 | 86.74 |
|   solid-other    |  0.12 |  0.59 |
|      stairs      | 10.41 | 17.23 |
|      stone       |  7.49 | 11.88 |
|      straw       | 16.03 | 20.42 |
| structural-other |  0.18 |  0.37 |
|      table       |  6.48 |  8.85 |
|       tent       |  6.02 | 12.44 |
|  textile-other   |  4.5  |  6.61 |
|      towel       |  9.92 | 42.26 |
|       tree       | 34.22 | 37.27 |
|    vegetable     | 14.87 | 44.89 |
|    wall-brick    | 29.32 | 40.34 |
|  wall-concrete   |  3.21 |  3.28 |
|    wall-other    |  6.3  | 11.72 |
|    wall-panel    |  1.94 |  2.55 |
|    wall-stone    | 24.31 | 35.14 |
|    wall-tile     | 39.21 | 59.98 |
|    wall-wood     | 11.78 | 12.74 |
|   water-other    | 16.09 | 53.51 |
|    waterdrops    |  0.07 |  0.79 |
|   window-blind   | 34.91 | 45.27 |
|   window-other   | 25.41 | 47.15 |
|       wood       |  7.68 | 23.96 |
+------------------+-------+-------+
[2026-03-18 13:33:28 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-18 13:33:28 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 38.61 | 24.31 | 41.34 |
+-------+-------+-------+
