[2026-03-18 13:24:32 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-18 13:28:45 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-18 13:28:45 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|       dirt       | 12.78 | 14.56 |
|    door-stuff    | 13.99 | 19.37 |
|      fence       | 26.74 | 49.35 |
|   floor-marble   |  5.53 |  9.17 |
|   floor-other    |  8.99 | 38.85 |
|   floor-stone    |  1.55 |  2.71 |
|    floor-tile    | 35.02 | 40.57 |
|    floor-wood    | 23.23 | 28.01 |
|      flower      | 31.82 | 42.85 |
|       fog        | 13.04 |  17.3 |
|    food-other    | 11.29 | 74.72 |
|      fruit       | 17.64 | 64.88 |
| furniture-other  |  5.65 |  9.19 |
|      grass       | 48.77 | 61.78 |
|      gravel      | 12.81 | 23.02 |
|   ground-other   |  2.69 | 34.51 |
|       hill       |  6.29 |  7.78 |
|      house       | 11.25 |  31.1 |
|      leaves      |  7.76 |  9.52 |
|      light       |  4.22 | 29.61 |
|       mat        |  0.63 |  3.46 |
|      metal       |  4.05 |  4.62 |
|   mirror-stuff   | 12.82 | 15.43 |
|       moss       |  0.0  |  0.0  |
|     mountain     |  35.8 | 60.85 |
|       mud        |  0.1  |  0.3  |
|      napkin      |  9.48 |  37.7 |
|       net        | 10.33 | 26.96 |
|      paper       | 13.81 | 26.33 |
|     pavement     | 31.68 | 49.48 |
|      pillow      |  5.72 | 20.33 |
|   plant-other    |  5.13 |  7.37 |
|     plastic      |  3.52 |  3.71 |
|     platform     |  5.99 |  9.26 |
|   playingfield   |  0.2  |  0.2  |
|     railing      |  3.7  | 10.84 |
|     railroad     | 37.89 | 84.28 |
|      river       | 40.89 | 59.63 |
|       road       | 31.19 |  39.8 |
|       rock       | 31.09 | 44.13 |
|       roof       |  4.63 | 28.27 |
|       rug        | 19.68 | 25.12 |
|      salad       | 12.55 | 28.49 |
|       sand       | 40.89 | 50.59 |
|       sea        | 49.61 | 61.13 |
|      shelf       | 14.43 | 16.97 |
|    sky-other     | 46.92 |  56.4 |
|    skyscraper    |  22.4 | 39.44 |
|       snow       | 70.43 | 85.92 |
|   solid-other    |  0.1  |  0.49 |
|      stairs      | 10.01 | 16.41 |
|      stone       |  7.55 | 11.98 |
|      straw       |  16.0 | 20.41 |
| structural-other |  0.2  |  0.41 |
|      table       |  6.45 |  8.8  |
|       tent       |  6.01 | 12.42 |
|  textile-other   |  4.51 |  6.62 |
|      towel       |  9.87 | 42.26 |
|       tree       | 34.23 | 37.27 |
|    vegetable     | 14.98 | 44.99 |
|    wall-brick    | 29.15 | 40.17 |
|  wall-concrete   |  3.19 |  3.27 |
|    wall-other    |  6.25 | 11.62 |
|    wall-panel    |  1.95 |  2.55 |
|    wall-stone    | 24.32 | 35.13 |
|    wall-tile     | 39.39 | 59.87 |
|    wall-wood     | 11.95 | 12.94 |
|   water-other    | 16.07 |  53.6 |
|    waterdrops    |  0.07 |  0.77 |
|   window-blind   | 34.76 | 45.26 |
|   window-other   | 25.48 | 47.28 |
|       wood       |  7.61 | 23.87 |
+------------------+-------+-------+
[2026-03-18 13:28:45 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-18 13:28:45 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 38.61 | 24.36 | 41.34 |
+-------+-------+-------+
