[2026-03-18 14:05:51 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-18 14:10:03 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-18 14:10:03 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
+------------------+-------+-------+
|      person      | 13.36 | 14.02 |
|     bicycle      | 52.79 | 83.41 |
|       car        | 43.17 | 75.52 |
|    motorcycle    | 65.87 | 88.76 |
|     airplane     | 41.51 | 89.71 |
|       bus        | 62.96 | 84.61 |
|      train       | 55.48 | 70.85 |
|      truck       | 38.67 | 48.24 |
|       boat       | 32.65 | 80.71 |
|  traffic light   | 20.92 | 69.03 |
|   fire hydrant   | 55.01 | 82.95 |
|    stop sign     | 59.93 | 91.05 |
|  parking meter   | 28.49 | 36.33 |
|      bench       | 36.03 | 45.84 |
|       bird       | 54.18 | 86.24 |
|       cat        | 69.54 | 88.52 |
|       dog        | 61.32 | 82.61 |
|      horse       | 61.32 | 86.86 |
|      sheep       | 73.59 |  90.0 |
|       cow        |  65.3 | 82.27 |
|     elephant     | 80.63 | 92.77 |
|       bear       | 79.24 | 90.35 |
|      zebra       |  78.1 | 93.43 |
|     giraffe      | 48.11 | 89.27 |
|     backpack     |  7.87 | 56.12 |
|     umbrella     |  33.1 | 70.24 |
|     handbag      |  8.56 | 11.32 |
|       tie        |  1.12 | 54.67 |
|     suitcase     | 45.93 | 53.39 |
|     frisbee      | 12.19 | 51.95 |
|       skis       |  7.82 | 54.05 |
|    snowboard     | 13.81 | 61.96 |
|   sports ball    |  2.51 | 57.45 |
|       kite       | 29.46 | 50.83 |
|   baseball bat   |  5.85 |  8.63 |
|  baseball glove  | 22.53 | 47.37 |
|    skateboard    | 17.57 | 54.33 |
|    surfboard     | 27.11 | 71.61 |
|  tennis racket   |  6.55 | 48.45 |
|      bottle      | 25.09 | 53.28 |
|    wine glass    | 30.48 | 71.61 |
|       cup        |  17.3 | 24.86 |
|       fork       | 13.55 | 14.94 |
|      knife       |  4.73 |  6.19 |
|      spoon       | 18.87 | 32.64 |
|       bowl       | 12.38 |  16.2 |
|      banana      | 36.52 | 45.97 |
|      apple       |  11.3 |  12.7 |
|     sandwich     | 13.73 | 14.86 |
|      orange      | 22.51 | 25.79 |
|     broccoli     | 13.94 | 14.92 |
|      carrot      | 27.11 | 27.98 |
|     hot dog      | 34.54 | 40.58 |
|      pizza       | 43.85 |  52.4 |
|      donut       | 50.22 |  54.7 |
|       cake       | 47.73 | 70.14 |
|      chair       | 14.78 | 16.03 |
|      couch       | 46.45 | 57.76 |
|   potted plant   |  8.9  |  11.8 |
|       bed        |  48.3 | 61.25 |
|   dining table   | 10.88 | 11.92 |
|      toilet      |  30.8 | 76.02 |
|        tv        | 28.76 | 36.42 |
|      laptop      | 43.35 | 64.47 |
|      mouse       | 20.22 | 42.19 |
