[2026-03-18 13:56:13 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-18 14:00:20 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-18 14:00:20 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|     counter      | 10.09 | 33.03 |
|     cupboard     |  4.07 | 18.88 |
|     curtain      | 31.87 |  38.6 |
|    desk-stuff    | 22.55 | 37.95 |
|       dirt       | 13.09 | 14.91 |
|    door-stuff    |  13.7 | 19.05 |
|      fence       |  26.8 | 49.36 |
|   floor-marble   |  5.66 |  9.22 |
|   floor-other    |  8.96 | 38.85 |
|   floor-stone    |  1.61 |  2.8  |
|    floor-tile    | 34.88 | 40.34 |
|    floor-wood    | 23.47 | 28.12 |
|      flower      |  31.7 | 43.17 |
|       fog        | 13.24 | 17.61 |
|    food-other    | 11.24 |  74.8 |
|      fruit       | 17.61 | 64.89 |
| furniture-other  |  5.65 |  9.22 |
|      grass       | 49.01 | 61.87 |
|      gravel      | 13.43 | 24.13 |
|   ground-other   |  2.69 | 34.45 |
|       hill       |  6.46 |  8.03 |
|      house       | 11.23 | 31.15 |
|      leaves      |  7.77 |  9.57 |
|      light       |  4.13 | 28.81 |
|       mat        |  0.64 |  3.48 |
|      metal       |  3.96 |  4.53 |
|   mirror-stuff   | 12.52 | 15.02 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 36.47 | 61.58 |
|       mud        |  0.11 |  0.33 |
|      napkin      |  9.47 | 37.81 |
|       net        | 10.07 |  26.3 |
|      paper       | 13.73 | 26.38 |
|     pavement     | 31.76 |  49.7 |
|      pillow      |  5.18 | 18.21 |
|   plant-other    |  5.04 |  7.24 |
|     plastic      |  3.52 |  3.71 |
|     platform     |  5.99 |  9.19 |
|   playingfield   |  0.19 |  0.19 |
|     railing      |  3.92 | 11.69 |
|     railroad     | 38.15 | 84.11 |
|      river       |  41.1 | 60.03 |
|       road       | 31.21 | 39.91 |
|       rock       | 31.26 | 44.52 |
|       roof       |  4.77 | 28.27 |
|       rug        | 19.59 | 25.08 |
|      salad       | 12.58 | 28.18 |
|       sand       | 42.23 | 52.06 |
|       sea        | 49.41 | 60.38 |
|      shelf       | 14.38 | 16.85 |
|    sky-other     | 47.22 | 56.34 |
|    skyscraper    | 22.28 | 39.49 |
|       snow       | 70.63 | 86.08 |
|   solid-other    |  0.12 |  0.6  |
|      stairs      | 10.28 | 16.82 |
|      stone       |  7.45 |  11.9 |
|      straw       |  16.1 |  20.4 |
| structural-other |  0.18 |  0.39 |
|      table       |  6.44 |  8.78 |
|       tent       |  6.08 | 12.63 |
|  textile-other   |  4.49 |  6.55 |
|      towel       |  9.92 | 42.39 |
|       tree       | 34.92 | 37.99 |
|    vegetable     | 15.06 | 45.76 |
|    wall-brick    | 29.12 | 40.28 |
|  wall-concrete   |  3.21 |  3.29 |
|    wall-other    |  6.25 | 11.68 |
|    wall-panel    |  2.0  |  2.63 |
|    wall-stone    | 24.21 |  35.1 |
|    wall-tile     | 39.06 |  59.6 |
|    wall-wood     | 11.62 | 12.57 |
|   water-other    | 16.12 | 53.67 |
|    waterdrops    |  0.07 |  0.85 |
|   window-blind   | 34.81 | 45.28 |
|   window-other   | 25.52 | 47.16 |
|       wood       |  7.66 | 23.65 |
+------------------+-------+-------+
[2026-03-18 14:00:20 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-18 14:00:20 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 38.67 | 24.29 | 41.31 |
+-------+-------+-------+
