[2026-02-28 14:59:29 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=20000, tier=10, strategy='low'
[2026-02-28 15:03:18 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 20000, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 20000, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 15:03:34 CLIP_DINOiser] (feature_experiment_pipeline.py 337): INFO Training finished. Running evaluation...
[2026-02-28 15:09:32 CLIP_DINOiser] (logging.py 102): INFO per class results:
[2026-02-28 15:09:32 CLIP_DINOiser] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|   water-other    | 16.43 | 54.55 |
|    waterdrops    |  0.04 |  0.45 |
|   window-blind   | 34.91 | 46.97 |
|   window-other   | 25.81 | 47.35 |
|       wood       |  7.58 | 24.53 |
+------------------+-------+-------+
[2026-02-28 18:03:32 CLIP_DINOiser] (logging.py 102): INFO Summary:
[2026-02-28 18:03:32 CLIP_DINOiser] (logging.py 102): INFO 
+-------+------+------+
|  aAcc | mIoU | mAcc |
+-------+------+------+
| 38.89 | 24.7 | 41.8 |
+-------+------+------+
[2026-02-28 18:03:32 CLIP_DINOiser] (feature_experiment_pipeline.py 349): INFO Results saved to small_ratio/mixed.json
[2026-03-01 10:38:01 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=20000, tier=1000, strategy='random'
[2026-03-01 10:42:02 CLIP_DINOiser] (feature_experiment_pipeline.py 303): INFO Training on 1000 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 20000, 'tier_n': 1000, 'subset_strategy': 'random', 'counts': {'pool': 20000, 'low': 1000, 'high': 1000, 'mixed': 1000, 'random': 1000, 'train': 1000}}
[2026-03-01 10:44:26 CLIP_DINOiser] (feature_experiment_pipeline.py 340): INFO Training finished. Running evaluation...
[2026-03-01 10:49:09 CLIP_DINOiser] (logging.py 102): INFO per class results:
[2026-03-01 10:49:09 CLIP_DINOiser] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
+------------------+-------+-------+
|      person      | 12.55 | 13.18 |
|     bicycle      | 54.08 | 83.25 |
|       car        | 43.21 | 75.33 |
|    motorcycle    | 67.45 | 86.92 |
|     airplane     | 42.64 | 88.92 |
|       bus        | 62.86 | 82.99 |
|      train       | 54.33 | 68.54 |
|      truck       | 36.99 | 46.21 |
|       boat       | 33.07 | 79.33 |
|  traffic light   | 21.76 | 71.17 |
|   fire hydrant   | 55.07 | 80.48 |
|    stop sign     | 60.91 | 91.36 |
|  parking meter   |  27.4 | 35.74 |
|      bench       | 35.91 | 45.95 |
|       bird       | 57.49 | 87.16 |
|       cat        | 70.44 | 87.89 |
|       dog        | 61.21 | 80.87 |
|      horse       | 62.13 | 86.57 |
|      sheep       | 74.09 | 88.54 |
|       cow        | 65.91 | 82.08 |
|     elephant     |  81.2 | 92.24 |
|       bear       | 79.68 |  89.5 |
|      zebra       | 79.44 | 92.85 |
|     giraffe      | 48.31 | 88.21 |
|     backpack     |  8.2  | 57.01 |
|     umbrella     |  34.5 | 70.45 |
|     handbag      | 10.44 | 14.24 |
|       tie        |  1.05 | 50.85 |
|     suitcase     | 46.42 | 52.56 |
|     frisbee      | 15.12 | 53.73 |
|       skis       |  8.59 | 63.32 |
|    snowboard     | 14.92 | 65.07 |
|   sports ball    |  2.52 | 60.59 |
|       kite       |  32.3 | 51.77 |
|   baseball bat   |  5.52 | 10.33 |
|  baseball glove  | 21.66 | 48.99 |
|    skateboard    | 18.13 | 54.77 |
|    surfboard     | 26.32 | 74.32 |
|  tennis racket   |  7.09 |  49.7 |
|      bottle      | 24.48 | 52.82 |
|    wine glass    | 30.34 | 72.79 |
|       cup        | 17.12 | 24.09 |
|       fork       | 16.12 | 18.34 |
|      knife       |  5.77 |  7.86 |
|      spoon       | 17.84 | 33.36 |
|       bowl       | 13.23 | 17.25 |
|      banana      | 40.35 | 51.21 |
|      apple       | 11.43 | 12.75 |
|     sandwich     | 13.64 |  14.8 |
|      orange      | 23.59 | 27.18 |
|     broccoli     | 20.06 |  21.6 |
|      carrot      | 30.52 | 31.49 |
|     hot dog      | 34.25 | 40.09 |
|      pizza       | 44.75 |  53.3 |
|      donut       | 50.87 | 55.26 |
|       cake       | 47.86 | 68.92 |
|      chair       | 15.05 | 16.29 |
|      couch       | 46.98 | 58.22 |
|   potted plant   |  9.41 | 12.97 |
|       bed        |  49.1 | 61.46 |
|   dining table   |  9.96 | 10.85 |
|      toilet      | 31.58 | 75.07 |
|        tv        | 29.37 | 37.13 |
|      laptop      | 43.86 | 64.65 |
|      mouse       | 21.45 |  45.3 |
|      remote      | 14.34 | 67.15 |
|     keyboard     | 40.65 | 60.55 |
|    cell phone    | 30.93 |  55.3 |
|    microwave     | 23.67 | 31.21 |
|       oven       | 23.71 | 68.89 |
|     toaster      | 19.59 | 49.96 |
|       sink       | 30.93 | 54.43 |
|   refrigerator   |  49.7 | 61.46 |
|       book       | 27.41 |  32.6 |
|      clock       | 44.23 | 83.45 |
|       vase       | 30.54 | 52.82 |
|     scissors     | 50.61 | 60.98 |
|    teddy bear    | 62.56 | 74.16 |
|    hair drier    |  1.72 | 16.89 |
|    toothbrush    | 26.16 | 57.99 |
|      banner      |  2.13 | 75.45 |
|     blanket      |  6.04 | 18.94 |
|      branch      |  6.16 | 41.29 |
|      bridge      | 24.67 | 39.87 |
|  building-other  | 30.32 | 53.58 |
|       bush       | 11.85 | 33.89 |
|     cabinet      | 25.27 | 36.04 |
|       cage       |  5.34 |  6.45 |
|    cardboard     | 22.45 | 26.71 |
|      carpet      | 40.41 | 54.03 |
|  ceiling-other   | 28.32 | 43.65 |
|   ceiling-tile   |  7.85 | 24.11 |
|      cloth       |  0.44 |  1.51 |
|     clothes      |  4.05 | 27.99 |
|      clouds      | 32.18 | 36.61 |
|     counter      | 10.37 | 33.68 |
|     cupboard     |  4.3  | 20.45 |
|     curtain      | 33.53 | 40.72 |
|    desk-stuff    | 23.31 | 38.31 |
|       dirt       | 14.75 |  16.9 |
|    door-stuff    | 14.78 | 20.21 |
|      fence       | 26.63 | 50.14 |
|   floor-marble   |  5.67 |  9.88 |
|   floor-other    |  9.06 | 40.14 |
|   floor-stone    |  1.88 |  3.23 |
|    floor-tile    | 35.99 |  42.2 |
|    floor-wood    | 23.08 | 28.26 |
|      flower      | 31.79 | 44.06 |
|       fog        | 13.21 | 17.52 |
|    food-other    | 11.49 | 73.79 |
|      fruit       | 17.87 | 64.41 |
| furniture-other  |  5.74 |  9.17 |
|      grass       | 49.92 | 63.53 |
|      gravel      | 14.18 | 26.26 |
|   ground-other   |  2.74 | 32.48 |
|       hill       |  6.68 |  8.49 |
|      house       | 11.42 | 31.27 |
|      leaves      |  8.18 | 10.16 |
|      light       |  3.93 | 30.63 |
|       mat        |  0.6  |  3.26 |
|      metal       |  4.16 |  4.79 |
|   mirror-stuff   | 14.22 | 17.32 |
|       moss       |  0.0  |  0.0  |
|     mountain     |  36.4 | 63.93 |
|       mud        |  0.21 |  0.62 |
|      napkin      |  9.49 | 39.81 |
|       net        | 10.36 | 27.97 |
|      paper       | 13.46 |  27.1 |
|     pavement     | 32.31 | 50.64 |
|      pillow      |  4.97 | 18.61 |
|   plant-other    |  4.89 |  7.01 |
|     plastic      |  4.1  |  4.36 |
|     platform     |  5.97 |  9.03 |
|   playingfield   |  0.19 |  0.19 |
|     railing      |  4.76 | 14.62 |
|     railroad     | 38.34 | 84.23 |
|      river       |  43.0 | 60.55 |
|       road       |  31.6 |  40.3 |
|       rock       | 31.58 | 45.59 |
|       roof       |  4.54 | 29.83 |
|       rug        | 18.15 |  23.2 |
|      salad       | 11.21 | 26.17 |
|       sand       | 44.42 | 55.27 |
|       sea        | 50.26 | 60.45 |
|      shelf       | 14.99 | 17.53 |
|    sky-other     |  48.1 | 58.09 |
|    skyscraper    | 22.45 | 39.72 |
|       snow       | 71.22 | 85.61 |
|   solid-other    |  0.09 |  0.45 |
|      stairs      | 10.92 |  18.4 |
|      stone       |  7.07 | 11.29 |
|      straw       | 15.61 | 20.37 |
| structural-other |  0.16 |  0.35 |
|      table       |  6.76 |  9.46 |
|       tent       |  6.03 | 12.69 |
|  textile-other   |  4.06 |  5.96 |
|      towel       |  9.6  | 43.32 |
|       tree       | 35.36 | 38.75 |
|    vegetable     | 14.61 | 43.99 |
|    wall-brick    | 29.26 | 41.69 |
|  wall-concrete   |  3.31 |  3.39 |
|    wall-other    |  6.31 | 11.84 |
|    wall-panel    |  2.14 |  2.81 |
|    wall-stone    | 24.45 | 36.84 |
|    wall-tile     | 40.01 | 60.61 |
|    wall-wood     | 12.24 | 13.28 |
|   water-other    | 16.49 | 55.13 |
|    waterdrops    |  0.09 |  1.14 |
|   window-blind   | 34.52 | 46.98 |
|   window-other   | 25.95 | 47.13 |
|       wood       |  7.7  | 24.89 |
+------------------+-------+-------+
[2026-03-01 10:49:09 CLIP_DINOiser] (logging.py 102): INFO Summary:
[2026-03-01 10:49:09 CLIP_DINOiser] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 38.93 | 24.76 | 41.86 |
+-------+-------+-------+
[2026-03-01 10:49:09 CLIP_DINOiser] (feature_experiment_pipeline.py 352): INFO Results saved to small_ratio/random.json
