[2026-02-23 15:55:20 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='noise_pca', pool=20000, tier=1000, strategy='low'
[2026-02-23 16:10:09 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 1000 images. Selectoin meta: {'seed': 0, 'feature_name': 'noise_pca', 'feature_kwargs': {}, 'pool_n': 20000, 'tier_n': 1000, 'subset_strategy': 'low', 'counts': {'pool': 20000, 'low': 1000, 'high': 1000, 'mixed': 1000, 'train': 1000}}
[2026-02-23 16:12:19 CLIP_DINOiser] (feature_experiment_pipeline.py 337): INFO Training finished. Running evaluation...
[2026-02-23 16:16:27 CLIP_DINOiser] (logging.py 102): INFO per class results:
[2026-02-23 16:16:27 CLIP_DINOiser] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|       rock       | 31.73 | 45.19 |
|       roof       |  4.64 | 29.67 |
|       rug        | 18.25 | 23.54 |
|      salad       | 11.94 | 27.18 |
|       sand       | 43.48 | 54.24 |
|       sea        | 50.27 | 60.63 |
|      shelf       | 14.76 | 17.26 |
|    sky-other     | 48.32 | 57.97 |
|    skyscraper    | 22.18 | 39.69 |
|       snow       | 70.77 | 85.02 |
|   solid-other    |  0.11 |  0.55 |
|      stairs      | 11.01 |  18.6 |
|      stone       |  7.09 | 11.31 |
|      straw       | 15.74 | 20.38 |
| structural-other |  0.16 |  0.35 |
|      table       |  6.81 |  9.46 |
|       tent       |  6.03 | 12.73 |
|  textile-other   |  4.12 |  6.08 |
|      towel       |  9.6  | 43.36 |
|       tree       | 36.01 | 39.46 |
|    vegetable     | 14.81 | 44.59 |
|    wall-brick    |  29.6 | 41.36 |
|  wall-concrete   |  3.26 |  3.33 |
|    wall-other    |  6.39 | 11.98 |
|    wall-panel    |  2.07 |  2.72 |
|    wall-stone    | 24.47 | 36.17 |
|    wall-tile     | 39.93 | 59.73 |
|    wall-wood     | 12.42 | 13.49 |
|   water-other    | 16.48 |  54.6 |
|    waterdrops    |  0.02 |  0.26 |
|   window-blind   | 34.94 | 47.25 |
|   window-other   | 25.76 | 47.18 |
|       wood       |  7.75 | 24.95 |
+------------------+-------+-------+
[2026-02-23 20:33:04 CLIP_DINOiser] (logging.py 102): INFO Summary:
[2026-02-23 20:33:04 CLIP_DINOiser] (logging.py 102): INFO 
+------+-------+------+
| aAcc |  mIoU | mAcc |
+------+-------+------+
| 39.0 | 24.68 | 41.9 |
+------+-------+------+
[2026-02-23 20:33:05 CLIP_DINOiser] (feature_experiment_pipeline.py 348): INFO Results saved to noise_pca/mixed.json
[2026-02-28 14:13:07 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=200, tier=10, strategy='low'
[2026-02-28 14:13:10 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 200, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 200, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:14:11 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=2000, tier=10, strategy='low'
[2026-02-28 14:14:35 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 2000, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 2000, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:14:50 CLIP_DINOiser] (feature_experiment_pipeline.py 337): INFO Training finished. Running evaluation...
[2026-02-28 14:22:03 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=2000, tier=10, strategy='low'
[2026-02-28 14:22:26 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 2000, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 2000, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:24:22 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=2000, tier=10, strategy='low'
[2026-02-28 14:24:58 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=20, tier=10, strategy='low'
[2026-02-28 14:24:59 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 20, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 20, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:25:18 CLIP_DINOiser] (feature_experiment_pipeline.py 337): INFO Training finished. Running evaluation...
[2026-02-28 14:40:52 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=20, tier=10, strategy='low'
[2026-02-28 14:40:53 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 20, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 20, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:41:08 CLIP_DINOiser] (feature_experiment_pipeline.py 337): INFO Training finished. Running evaluation...
[2026-02-28 14:41:34 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=20, tier=10, strategy='low'
[2026-02-28 14:41:35 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 20, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 20, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:44:25 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=20, tier=10, strategy='low'
[2026-02-28 14:44:26 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 20, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 20, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:46:05 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=20, tier=10, strategy='low'
[2026-02-28 14:46:06 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 20, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 20, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:47:20 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=2000, tier=10, strategy='low'
[2026-02-28 14:47:43 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 2000, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 2000, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:49:33 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=2000, tier=10, strategy='low'
[2026-02-28 14:54:24 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=2000, tier=10, strategy='low'
[2026-02-28 14:54:41 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=2000, tier=10, strategy='low'
[2026-02-28 14:54:55 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=2000, tier=10, strategy='low'
[2026-02-28 14:55:17 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 2000, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 2000, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:56:42 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=2000, tier=10, strategy='low'
[2026-02-28 14:57:05 CLIP_DINOiser] (feature_experiment_pipeline.py 300): INFO Training on 10 images. Selectoin meta: {'seed': 0, 'feature_name': 'small_ratio', 'feature_kwargs': {}, 'pool_n': 2000, 'tier_n': 10, 'subset_strategy': 'low', 'counts': {'pool': 2000, 'low': 10, 'high': 10, 'mixed': 10, 'train': 10}}
[2026-02-28 14:57:19 CLIP_DINOiser] (feature_experiment_pipeline.py 337): INFO Training finished. Running evaluation...
[2026-02-28 14:58:56 CLIP_DINOiser] (feature_experiment_pipeline.py 230): INFO [DataPrep] feature='small_ratio', pool=20000, tier=10, strategy='low'
[2026-03-01 10:52:09 CLIP_DINOiser] (feature_experiment_pipeline.py 232): INFO [DataPrep] feature='noise_pca', pool=20000, tier=1000, strategy='random'
[2026-03-01 11:06:52 CLIP_DINOiser] (feature_experiment_pipeline.py 305): INFO Training on 1000 images. Selectoin meta: {'seed': 0, 'feature_name': 'noise_pca', 'feature_kwargs': {}, 'pool_n': 20000, 'tier_n': 1000, 'subset_strategy': 'random', 'counts': {'pool': 20000, 'low': 1000, 'high': 1000, 'mixed': 1000, 'random': 1000, 'train': 1000}}
[2026-03-01 11:09:07 CLIP_DINOiser] (feature_experiment_pipeline.py 342): INFO Training finished. Running evaluation...
[2026-03-01 11:14:06 CLIP_DINOiser] (logging.py 102): INFO per class results:
[2026-03-01 11:14:06 CLIP_DINOiser] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
+------------------+-------+-------+
|      person      | 12.53 | 13.17 |
|     bicycle      | 54.12 |  83.4 |
|       car        | 43.32 | 75.33 |
|    motorcycle    | 67.56 | 87.15 |
|     airplane     | 42.44 | 88.73 |
|       bus        | 62.71 | 82.87 |
|      train       | 54.34 | 68.62 |
|      truck       | 36.82 | 45.99 |
|       boat       | 33.17 | 79.28 |
|  traffic light   | 21.75 |  71.1 |
|   fire hydrant   | 54.93 |  80.4 |
|    stop sign     | 61.26 | 91.29 |
|  parking meter   | 27.78 | 36.31 |
|      bench       | 36.01 | 46.27 |
|       bird       | 57.08 | 87.31 |
|       cat        | 70.44 | 87.82 |
|       dog        | 61.17 | 80.86 |
|      horse       | 62.05 | 86.27 |
|      sheep       | 73.93 | 88.35 |
|       cow        | 65.83 | 81.89 |
|     elephant     | 81.21 | 92.09 |
|       bear       |  79.4 | 89.41 |
|      zebra       |  79.5 | 92.74 |
|     giraffe      | 48.25 | 88.25 |
|     backpack     |  8.16 | 57.21 |
|     umbrella     | 34.47 | 70.44 |
|     handbag      | 10.54 | 14.44 |
|       tie        |  1.04 | 50.41 |
|     suitcase     |  46.4 |  52.5 |
|     frisbee      | 14.76 | 53.52 |
|       skis       |  8.64 | 63.14 |
|    snowboard     | 14.75 | 65.03 |
|   sports ball    |  2.56 | 60.87 |
|       kite       |  32.0 | 51.53 |
|   baseball bat   |  5.79 | 10.08 |
|  baseball glove  | 21.74 | 49.37 |
|    skateboard    | 18.14 | 55.18 |
|    surfboard     | 26.61 | 74.53 |
|  tennis racket   |  7.06 |  49.6 |
|      bottle      | 24.46 | 53.22 |
|    wine glass    | 30.15 |  73.1 |
|       cup        | 17.19 | 24.27 |
|       fork       | 15.88 | 18.02 |
|      knife       |  5.8  |  7.9  |
|      spoon       | 17.99 | 33.33 |
|       bowl       | 13.06 | 17.01 |
|      banana      | 40.53 | 51.23 |
|      apple       | 11.45 | 12.77 |
|     sandwich     | 13.82 |  15.0 |
|      orange      | 23.59 | 27.16 |
|     broccoli     | 21.42 | 23.03 |
|      carrot      | 30.45 | 31.39 |
|     hot dog      | 34.47 | 40.46 |
|      pizza       | 44.69 | 53.28 |
|      donut       | 51.01 | 55.38 |
|       cake       |  48.0 | 68.77 |
|      chair       | 15.34 | 16.63 |
|      couch       | 46.89 | 58.02 |
|   potted plant   |  9.38 | 12.87 |
|       bed        | 49.06 | 61.35 |
|   dining table   |  9.91 | 10.78 |
|      toilet      | 31.56 | 75.12 |
|        tv        | 29.43 | 37.25 |
|      laptop      | 43.93 | 65.06 |
|      mouse       | 21.24 | 45.04 |
|      remote      | 14.37 | 67.37 |
|     keyboard     | 40.77 | 60.57 |
|    cell phone    |  30.9 | 55.21 |
|    microwave     | 23.48 | 30.92 |
|       oven       | 23.74 |  68.9 |
|     toaster      |  19.7 | 50.28 |
|       sink       | 31.04 | 54.34 |
|   refrigerator   | 49.69 | 61.71 |
|       book       | 27.37 | 32.63 |
|      clock       | 44.27 | 83.55 |
|       vase       | 30.61 | 52.77 |
|     scissors     | 50.49 | 61.12 |
|    teddy bear    | 62.62 | 74.23 |
|    hair drier    |  1.71 | 17.03 |
|    toothbrush    | 25.45 | 57.66 |
|      banner      |  2.12 | 75.73 |
|     blanket      |  6.08 | 19.04 |
|      branch      |  6.13 | 40.99 |
|      bridge      | 24.76 | 39.86 |
|  building-other  | 30.13 | 53.58 |
|       bush       | 11.84 | 33.88 |
|     cabinet      | 25.21 | 35.93 |
|       cage       |  5.45 |  6.57 |
|    cardboard     |  22.5 | 26.67 |
|      carpet      | 40.41 | 54.14 |
|  ceiling-other   | 27.98 | 43.28 |
|   ceiling-tile   |  7.88 | 23.71 |
|      cloth       |  0.44 |  1.52 |
|     clothes      |  4.05 | 27.93 |
|      clouds      | 32.18 | 36.61 |
|     counter      | 10.37 | 33.75 |
|     cupboard     |  4.18 | 19.76 |
|     curtain      | 33.26 | 40.29 |
|    desk-stuff    | 23.19 | 37.82 |
|       dirt       | 14.48 | 16.59 |
|    door-stuff    | 14.49 | 19.86 |
|      fence       | 26.63 |  49.8 |
|   floor-marble   |  5.75 | 10.06 |
|   floor-other    |  9.07 | 39.36 |
|   floor-stone    |  1.91 |  3.3  |
|    floor-tile    | 36.09 | 42.42 |
|    floor-wood    | 23.79 | 29.11 |
|      flower      | 31.66 | 43.94 |
|       fog        | 13.22 | 17.56 |
|    food-other    | 11.55 |  73.9 |
|      fruit       | 17.91 | 64.28 |
| furniture-other  |  5.75 |  9.22 |
|      grass       | 49.78 | 63.33 |
|      gravel      | 14.05 | 25.99 |
|   ground-other   |  2.72 |  32.5 |
|       hill       |  6.46 |  8.17 |
|      house       | 11.29 | 31.22 |
|      leaves      |  8.12 | 10.08 |
|      light       |  3.94 | 30.42 |
|       mat        |  0.6  |  3.26 |
|      metal       |  4.09 |  4.71 |
|   mirror-stuff   | 13.87 | 16.83 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 36.66 | 63.74 |
|       mud        |  0.18 |  0.54 |
|      napkin      |  9.48 | 39.92 |
|       net        | 10.21 | 27.46 |
|      paper       | 13.47 | 27.01 |
|     pavement     | 32.32 | 50.46 |
|      pillow      |  5.26 | 19.79 |
|   plant-other    |  4.93 |  7.06 |
|     plastic      |  4.15 |  4.41 |
|     platform     |  6.0  |  9.08 |
|   playingfield   |  0.19 |  0.19 |
|     railing      |  4.76 | 14.61 |
|     railroad     | 38.44 | 84.02 |
|      river       | 42.94 |  60.6 |
|       road       | 31.67 | 40.33 |
|       rock       | 31.61 | 45.54 |
|       roof       |  4.55 | 29.86 |
|       rug        |  18.5 | 23.72 |
|      salad       | 11.32 | 26.53 |
|       sand       | 44.12 | 54.73 |
|       sea        | 50.26 | 60.52 |
|      shelf       | 14.89 | 17.37 |
|    sky-other     | 48.08 | 58.03 |
|    skyscraper    | 22.46 | 39.79 |
|       snow       | 71.39 | 86.07 |
|   solid-other    |  0.09 |  0.49 |
|      stairs      |  10.8 | 18.07 |
|      stone       |  7.14 |  11.4 |
|      straw       | 15.62 | 20.36 |
| structural-other |  0.16 |  0.36 |
|      table       |  6.81 |  9.55 |
|       tent       |  5.98 | 12.59 |
|  textile-other   |  4.14 |  6.06 |
|      towel       |  9.65 | 43.41 |
|       tree       | 35.31 | 38.68 |
|    vegetable     | 14.65 | 43.78 |
|    wall-brick    | 29.24 |  41.6 |
|  wall-concrete   |  3.28 |  3.36 |
|    wall-other    |  6.33 | 11.89 |
|    wall-panel    |  2.1  |  2.76 |
|    wall-stone    | 24.35 | 36.52 |
|    wall-tile     | 40.14 | 60.91 |
|    wall-wood     | 12.08 |  13.1 |
|   water-other    |  16.5 | 55.29 |
|    waterdrops    |  0.07 |  0.84 |
|   window-blind   | 34.65 | 46.51 |
|   window-other   | 25.88 | 47.41 |
|       wood       |  7.68 | 24.86 |
+------------------+-------+-------+
[2026-03-01 11:14:06 CLIP_DINOiser] (logging.py 102): INFO Summary:
[2026-03-01 11:14:06 CLIP_DINOiser] (logging.py 102): INFO 
+------+-------+-------+
| aAcc |  mIoU |  mAcc |
+------+-------+-------+
| 38.9 | 24.75 | 41.85 |
+------+-------+-------+
[2026-03-01 11:14:06 CLIP_DINOiser] (feature_experiment_pipeline.py 354): INFO Results saved to noise_pca/random.json
