[2026-03-18 14:00:54 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-18 14:05:16 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-18 14:05:16 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|    teddy bear    | 62.29 | 75.76 |
|    hair drier    |  1.87 | 15.08 |
|    toothbrush    | 25.27 |  55.7 |
|      banner      |  2.09 | 74.88 |
|     blanket      |  6.23 | 19.25 |
|      branch      |  6.34 | 41.81 |
|      bridge      | 24.34 | 39.38 |
|  building-other  | 30.21 | 55.42 |
|       bush       | 11.97 | 32.13 |
|     cabinet      | 24.99 | 35.64 |
|       cage       |  5.65 |  6.71 |
|    cardboard     |  22.2 | 26.13 |
|      carpet      | 38.83 | 51.27 |
|  ceiling-other   |  27.6 |  41.4 |
|   ceiling-tile   |  7.31 |  23.4 |
|      cloth       |  0.7  |  2.24 |
|     clothes      |  3.99 | 27.28 |
|      clouds      | 32.33 | 36.64 |
|     counter      | 10.15 | 33.15 |
|     cupboard     |  4.28 |  20.0 |
|     curtain      | 31.98 | 38.72 |
|    desk-stuff    |  22.7 | 37.87 |
|       dirt       | 13.31 | 15.19 |
|    door-stuff    | 13.82 | 19.17 |
|      fence       | 26.73 | 49.19 |
|   floor-marble   |  5.5  |  9.17 |
|   floor-other    |  9.0  |  38.5 |
|   floor-stone    |  1.58 |  2.77 |
|    floor-tile    | 35.12 | 40.74 |
|    floor-wood    | 23.79 | 28.72 |
|      flower      | 31.92 | 42.92 |
|       fog        |  12.8 |  17.0 |
|    food-other    |  11.2 | 74.96 |
|      fruit       | 17.55 | 64.89 |
| furniture-other  |  5.63 |  9.15 |
|      grass       | 48.98 | 61.89 |
|      gravel      | 13.33 | 24.11 |
|   ground-other   |  2.66 | 33.59 |
|       hill       |  6.32 |  7.82 |
|      house       |  11.3 | 31.01 |
|      leaves      |  7.67 |  9.39 |
|      light       |  4.23 | 29.75 |
|       mat        |  0.63 |  3.49 |
|      metal       |  3.98 |  4.55 |
|   mirror-stuff   | 12.89 | 15.55 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 35.49 | 60.01 |
|       mud        |  0.09 |  0.29 |
|      napkin      |  9.51 | 37.69 |
|       net        | 10.23 |  26.7 |
|      paper       | 13.83 | 26.39 |
|     pavement     | 31.71 | 49.39 |
|      pillow      |  5.59 | 19.81 |
|   plant-other    |  5.17 |  7.44 |
|     plastic      |  3.52 |  3.7  |
|     platform     |  5.93 |  9.11 |
|   playingfield   |  0.2  |  0.21 |
|     railing      |  3.67 | 10.88 |
|     railroad     |  38.3 | 84.18 |
|      river       | 40.78 | 59.98 |
|       road       | 31.08 | 39.73 |
|       rock       | 31.22 | 44.17 |
|       roof       |  4.65 |  28.5 |
|       rug        | 20.28 | 25.91 |
|      salad       | 12.71 | 28.16 |
|       sand       | 41.64 | 51.64 |
|       sea        | 49.64 | 60.88 |
|      shelf       |  14.4 | 16.91 |
|    sky-other     | 46.53 | 56.28 |
|    skyscraper    | 22.31 | 39.25 |
|       snow       |  70.2 | 86.64 |
|   solid-other    |  0.12 |  0.6  |
|      stairs      |  9.98 | 16.38 |
|      stone       |  7.54 | 11.96 |
|      straw       | 16.05 | 20.18 |
| structural-other |  0.19 |  0.4  |
|      table       |  6.41 |  8.74 |
|       tent       |  5.99 | 12.41 |
|  textile-other   |  4.55 |  6.68 |
|      towel       |  9.86 | 42.34 |
|       tree       | 33.47 | 36.37 |
|    vegetable     | 15.14 | 45.45 |
|    wall-brick    | 29.45 | 40.46 |
|  wall-concrete   |  3.2  |  3.27 |
|    wall-other    |  6.26 | 11.64 |
|    wall-panel    |  1.98 |  2.59 |
|    wall-stone    | 24.44 | 35.31 |
|    wall-tile     | 39.31 | 59.78 |
|    wall-wood     |  11.9 | 12.88 |
|   water-other    | 16.09 | 53.04 |
|    waterdrops    |  0.06 |  0.77 |
|   window-blind   | 35.13 | 45.44 |
|   window-other   | 25.47 | 47.65 |
|       wood       |  7.57 | 23.61 |
+------------------+-------+-------+
[2026-03-18 14:05:16 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-18 14:05:16 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 38.58 | 24.29 | 41.31 |
+-------+-------+-------+
